sample_index,method,top_k,num_gold_sf,num_retrieved_sf,correct_matches,recall,precision,f1
405,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
405,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
405,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
405,FAISS_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
405,FAISS_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
405,FAISS_Only,14,2,14,1,0.5,0.0714285714285714,0.125
405,FAISS_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
405,FAISS_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
405,FAISS_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
405,FAISS_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
405,FAISS_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
405,FAISS_Only,20,2,20,1,0.5,0.05,0.0909090909090909
406,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
406,FAISS_Only,4,2,4,2,1.0,0.5,0.6666666666666666
406,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
407,FAISS_Only,3,2,3,0,0.0,0.0,0.0
407,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
407,FAISS_Only,5,2,5,2,1.0,0.4,0.5714285714285715
407,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
408,FAISS_Only,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
408,FAISS_Only,4,3,4,1,0.3333333333333333,0.25,0.2857142857142857
408,FAISS_Only,5,3,5,1,0.3333333333333333,0.2,0.25
408,FAISS_Only,6,3,6,1,0.3333333333333333,0.1666666666666666,0.2222222222222222
408,FAISS_Only,7,3,7,1,0.3333333333333333,0.1428571428571428,0.2
408,FAISS_Only,8,3,8,1,0.3333333333333333,0.125,0.1818181818181818
408,FAISS_Only,9,3,9,1,0.3333333333333333,0.1111111111111111,0.1666666666666666
408,FAISS_Only,10,3,10,1,0.3333333333333333,0.1,0.1538461538461538
408,FAISS_Only,11,3,11,1,0.3333333333333333,0.0909090909090909,0.1428571428571428
408,FAISS_Only,12,3,12,1,0.3333333333333333,0.0833333333333333,0.1333333333333333
408,FAISS_Only,13,3,13,1,0.3333333333333333,0.0769230769230769,0.125
408,FAISS_Only,14,3,14,1,0.3333333333333333,0.0714285714285714,0.1176470588235294
408,FAISS_Only,15,3,15,1,0.3333333333333333,0.0666666666666666,0.1111111111111111
408,FAISS_Only,16,3,16,1,0.3333333333333333,0.0625,0.1052631578947368
408,FAISS_Only,17,3,17,1,0.3333333333333333,0.0588235294117647,0.1
408,FAISS_Only,18,3,18,1,0.3333333333333333,0.0555555555555555,0.0952380952380952
408,FAISS_Only,19,3,19,1,0.3333333333333333,0.0526315789473684,0.0909090909090909
408,FAISS_Only,20,3,20,1,0.3333333333333333,0.05,0.0869565217391304
409,FAISS_Only,3,2,3,0,0.0,0.0,0.0
409,FAISS_Only,4,2,4,0,0.0,0.0,0.0
409,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
409,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
409,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
409,FAISS_Only,8,2,8,1,0.5,0.125,0.2
409,FAISS_Only,9,2,9,2,1.0,0.2222222222222222,0.3636363636363636
410,FAISS_Only,3,4,3,1,0.25,0.3333333333333333,0.2857142857142857
410,FAISS_Only,4,4,4,1,0.25,0.25,0.25
410,FAISS_Only,5,4,5,1,0.25,0.2,0.2222222222222222
410,FAISS_Only,6,4,6,1,0.25,0.1666666666666666,0.2
410,FAISS_Only,7,4,7,1,0.25,0.1428571428571428,0.1818181818181818
410,FAISS_Only,8,4,8,1,0.25,0.125,0.1666666666666666
410,FAISS_Only,9,4,9,1,0.25,0.1111111111111111,0.1538461538461538
410,FAISS_Only,10,4,10,1,0.25,0.1,0.1428571428571428
410,FAISS_Only,11,4,11,1,0.25,0.0909090909090909,0.1333333333333333
410,FAISS_Only,12,4,12,1,0.25,0.0833333333333333,0.125
410,FAISS_Only,13,4,13,1,0.25,0.0769230769230769,0.1176470588235294
410,FAISS_Only,14,4,14,1,0.25,0.0714285714285714,0.1111111111111111
410,FAISS_Only,15,4,15,2,0.5,0.1333333333333333,0.2105263157894737
410,FAISS_Only,16,4,16,2,0.5,0.125,0.2
410,FAISS_Only,17,4,17,2,0.5,0.1176470588235294,0.1904761904761904
410,FAISS_Only,18,4,18,2,0.5,0.1111111111111111,0.1818181818181818
410,FAISS_Only,19,4,19,2,0.5,0.1052631578947368,0.1739130434782608
410,FAISS_Only,20,4,20,3,0.75,0.15,0.2499999999999999
411,FAISS_Only,3,4,3,1,0.25,0.3333333333333333,0.2857142857142857
411,FAISS_Only,4,4,4,1,0.25,0.25,0.25
411,FAISS_Only,5,4,5,1,0.25,0.2,0.2222222222222222
411,FAISS_Only,6,4,6,1,0.25,0.1666666666666666,0.2
411,FAISS_Only,7,4,7,1,0.25,0.1428571428571428,0.1818181818181818
411,FAISS_Only,8,4,8,1,0.25,0.125,0.1666666666666666
411,FAISS_Only,9,4,9,1,0.25,0.1111111111111111,0.1538461538461538
411,FAISS_Only,10,4,10,2,0.5,0.2,0.2857142857142857
411,FAISS_Only,11,4,11,2,0.5,0.1818181818181818,0.2666666666666666
411,FAISS_Only,12,4,12,2,0.5,0.1666666666666666,0.25
411,FAISS_Only,13,4,13,2,0.5,0.1538461538461538,0.2352941176470588
411,FAISS_Only,14,4,14,2,0.5,0.1428571428571428,0.2222222222222222
411,FAISS_Only,15,4,15,2,0.5,0.1333333333333333,0.2105263157894737
411,FAISS_Only,16,4,16,2,0.5,0.125,0.2
411,FAISS_Only,17,4,17,2,0.5,0.1176470588235294,0.1904761904761904
411,FAISS_Only,18,4,18,2,0.5,0.1111111111111111,0.1818181818181818
411,FAISS_Only,19,4,19,2,0.5,0.1052631578947368,0.1739130434782608
411,FAISS_Only,20,4,20,2,0.5,0.1,0.1666666666666666
412,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
412,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
412,FAISS_Only,5,2,5,2,1.0,0.4,0.5714285714285715
412,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
413,FAISS_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
413,FAISS_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
413,FAISS_Only,5,3,5,2,0.6666666666666666,0.4,0.5
413,FAISS_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
413,FAISS_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
413,FAISS_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
413,FAISS_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
413,FAISS_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
413,FAISS_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
413,FAISS_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
413,FAISS_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
413,FAISS_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
413,FAISS_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
413,FAISS_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
413,FAISS_Only,17,3,17,2,0.6666666666666666,0.1176470588235294,0.2
413,FAISS_Only,18,3,18,2,0.6666666666666666,0.1111111111111111,0.1904761904761905
413,FAISS_Only,19,3,19,2,0.6666666666666666,0.1052631578947368,0.1818181818181818
413,FAISS_Only,20,3,20,2,0.6666666666666666,0.1,0.1739130434782609
414,FAISS_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
414,FAISS_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
414,FAISS_Only,5,3,5,2,0.6666666666666666,0.4,0.5
414,FAISS_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
414,FAISS_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
414,FAISS_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
414,FAISS_Only,9,3,9,3,1.0,0.3333333333333333,0.5
415,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
415,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
415,FAISS_Only,5,2,5,2,1.0,0.4,0.5714285714285715
415,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
416,FAISS_Only,3,2,3,2,1.0,0.6666666666666666,0.8
416,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
417,FAISS_Only,3,2,3,2,1.0,0.6666666666666666,0.8
417,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
418,FAISS_Only,3,2,3,0,0.0,0.0,0.0
418,FAISS_Only,4,2,4,0,0.0,0.0,0.0
418,FAISS_Only,5,2,5,0,0.0,0.0,0.0
418,FAISS_Only,6,2,6,0,0.0,0.0,0.0
418,FAISS_Only,7,2,7,0,0.0,0.0,0.0
418,FAISS_Only,8,2,8,0,0.0,0.0,0.0
418,FAISS_Only,9,2,9,0,0.0,0.0,0.0
418,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
418,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
418,FAISS_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
418,FAISS_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
418,FAISS_Only,14,2,14,1,0.5,0.0714285714285714,0.125
418,FAISS_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
418,FAISS_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
418,FAISS_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
418,FAISS_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
418,FAISS_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
418,FAISS_Only,20,2,20,1,0.5,0.05,0.0909090909090909
419,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
419,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
419,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
419,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
419,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
419,FAISS_Only,8,2,8,1,0.5,0.125,0.2
419,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
419,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
419,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
419,FAISS_Only,12,2,12,2,1.0,0.1666666666666666,0.2857142857142857
420,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
420,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
420,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
420,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
420,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
420,FAISS_Only,8,2,8,1,0.5,0.125,0.2
420,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
420,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
420,FAISS_Only,11,2,11,2,1.0,0.1818181818181818,0.3076923076923077
421,FAISS_Only,3,2,3,2,1.0,0.6666666666666666,0.8
421,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
422,FAISS_Only,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
422,FAISS_Only,4,3,4,1,0.3333333333333333,0.25,0.2857142857142857
422,FAISS_Only,5,3,5,1,0.3333333333333333,0.2,0.25
422,FAISS_Only,6,3,6,1,0.3333333333333333,0.1666666666666666,0.2222222222222222
422,FAISS_Only,7,3,7,1,0.3333333333333333,0.1428571428571428,0.2
422,FAISS_Only,8,3,8,1,0.3333333333333333,0.125,0.1818181818181818
422,FAISS_Only,9,3,9,1,0.3333333333333333,0.1111111111111111,0.1666666666666666
422,FAISS_Only,10,3,10,1,0.3333333333333333,0.1,0.1538461538461538
422,FAISS_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
422,FAISS_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
422,FAISS_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
422,FAISS_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
422,FAISS_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
422,FAISS_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
422,FAISS_Only,17,3,17,2,0.6666666666666666,0.1176470588235294,0.2
422,FAISS_Only,18,3,18,2,0.6666666666666666,0.1111111111111111,0.1904761904761905
422,FAISS_Only,19,3,19,2,0.6666666666666666,0.1052631578947368,0.1818181818181818
422,FAISS_Only,20,3,20,2,0.6666666666666666,0.1,0.1739130434782609
423,FAISS_Only,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
423,FAISS_Only,4,3,4,1,0.3333333333333333,0.25,0.2857142857142857
423,FAISS_Only,5,3,5,1,0.3333333333333333,0.2,0.25
423,FAISS_Only,6,3,6,1,0.3333333333333333,0.1666666666666666,0.2222222222222222
423,FAISS_Only,7,3,7,1,0.3333333333333333,0.1428571428571428,0.2
423,FAISS_Only,8,3,8,1,0.3333333333333333,0.125,0.1818181818181818
423,FAISS_Only,9,3,9,1,0.3333333333333333,0.1111111111111111,0.1666666666666666
423,FAISS_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
423,FAISS_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
423,FAISS_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
423,FAISS_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
423,FAISS_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
423,FAISS_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
423,FAISS_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
423,FAISS_Only,17,3,17,2,0.6666666666666666,0.1176470588235294,0.2
423,FAISS_Only,18,3,18,2,0.6666666666666666,0.1111111111111111,0.1904761904761905
423,FAISS_Only,19,3,19,2,0.6666666666666666,0.1052631578947368,0.1818181818181818
423,FAISS_Only,20,3,20,2,0.6666666666666666,0.1,0.1739130434782609
424,FAISS_Only,3,4,3,2,0.5,0.6666666666666666,0.5714285714285715
424,FAISS_Only,4,4,4,2,0.5,0.5,0.5
424,FAISS_Only,5,4,5,2,0.5,0.4,0.4444444444444445
424,FAISS_Only,6,4,6,2,0.5,0.3333333333333333,0.4
424,FAISS_Only,7,4,7,2,0.5,0.2857142857142857,0.3636363636363636
424,FAISS_Only,8,4,8,2,0.5,0.25,0.3333333333333333
424,FAISS_Only,9,4,9,2,0.5,0.2222222222222222,0.3076923076923076
424,FAISS_Only,10,4,10,2,0.5,0.2,0.2857142857142857
424,FAISS_Only,11,4,11,2,0.5,0.1818181818181818,0.2666666666666666
424,FAISS_Only,12,4,12,2,0.5,0.1666666666666666,0.25
424,FAISS_Only,13,4,13,2,0.5,0.1538461538461538,0.2352941176470588
424,FAISS_Only,14,4,14,2,0.5,0.1428571428571428,0.2222222222222222
424,FAISS_Only,15,4,15,2,0.5,0.1333333333333333,0.2105263157894737
424,FAISS_Only,16,4,16,2,0.5,0.125,0.2
424,FAISS_Only,17,4,17,2,0.5,0.1176470588235294,0.1904761904761904
424,FAISS_Only,18,4,18,2,0.5,0.1111111111111111,0.1818181818181818
424,FAISS_Only,19,4,19,2,0.5,0.1052631578947368,0.1739130434782608
424,FAISS_Only,20,4,20,2,0.5,0.1,0.1666666666666666
425,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
425,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
425,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
425,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
425,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
425,FAISS_Only,8,2,8,1,0.5,0.125,0.2
425,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
425,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
425,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
425,FAISS_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
425,FAISS_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
425,FAISS_Only,14,2,14,1,0.5,0.0714285714285714,0.125
425,FAISS_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
425,FAISS_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
425,FAISS_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
425,FAISS_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
425,FAISS_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
425,FAISS_Only,20,2,20,1,0.5,0.05,0.0909090909090909
426,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
426,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
426,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
426,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
426,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
426,FAISS_Only,8,2,8,1,0.5,0.125,0.2
426,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
426,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
426,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
426,FAISS_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
426,FAISS_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
426,FAISS_Only,14,2,14,1,0.5,0.0714285714285714,0.125
426,FAISS_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
426,FAISS_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
426,FAISS_Only,17,2,17,2,1.0,0.1176470588235294,0.2105263157894736
427,FAISS_Only,3,2,3,2,1.0,0.6666666666666666,0.8
427,FAISS_Only,6,2,6,2,1.0,0.3333333333333333,0.5
428,FAISS_Only,3,4,3,1,0.25,0.3333333333333333,0.2857142857142857
428,FAISS_Only,4,4,4,1,0.25,0.25,0.25
428,FAISS_Only,5,4,5,2,0.5,0.4,0.4444444444444445
428,FAISS_Only,6,4,6,2,0.5,0.3333333333333333,0.4
428,FAISS_Only,7,4,7,2,0.5,0.2857142857142857,0.3636363636363636
428,FAISS_Only,8,4,8,2,0.5,0.25,0.3333333333333333
428,FAISS_Only,9,4,9,2,0.5,0.2222222222222222,0.3076923076923076
428,FAISS_Only,10,4,10,2,0.5,0.2,0.2857142857142857
428,FAISS_Only,11,4,11,2,0.5,0.1818181818181818,0.2666666666666666
428,FAISS_Only,12,4,12,2,0.5,0.1666666666666666,0.25
428,FAISS_Only,13,4,13,2,0.5,0.1538461538461538,0.2352941176470588
428,FAISS_Only,14,4,14,2,0.5,0.1428571428571428,0.2222222222222222
428,FAISS_Only,15,4,15,2,0.5,0.1333333333333333,0.2105263157894737
428,FAISS_Only,16,4,16,2,0.5,0.125,0.2
428,FAISS_Only,17,4,17,3,0.75,0.1764705882352941,0.2857142857142857
428,FAISS_Only,18,4,18,4,1.0,0.2222222222222222,0.3636363636363636
429,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
429,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
429,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
429,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
429,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
429,FAISS_Only,8,2,8,1,0.5,0.125,0.2
429,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
429,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
429,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
429,FAISS_Only,12,2,12,1,0.5,0.0833333333333333,0.1428571428571428
429,FAISS_Only,13,2,13,1,0.5,0.0769230769230769,0.1333333333333333
429,FAISS_Only,14,2,14,1,0.5,0.0714285714285714,0.125
429,FAISS_Only,15,2,15,1,0.5,0.0666666666666666,0.1176470588235294
429,FAISS_Only,16,2,16,1,0.5,0.0625,0.1111111111111111
429,FAISS_Only,17,2,17,1,0.5,0.0588235294117647,0.1052631578947368
429,FAISS_Only,18,2,18,1,0.5,0.0555555555555555,0.0999999999999999
429,FAISS_Only,19,2,19,1,0.5,0.0526315789473684,0.0952380952380952
429,FAISS_Only,20,2,20,1,0.5,0.05,0.0909090909090909
430,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
430,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
430,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
430,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
430,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
430,FAISS_Only,8,2,8,1,0.5,0.125,0.2
430,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
430,FAISS_Only,10,2,10,2,1.0,0.2,0.3333333333333333
431,FAISS_Only,3,4,3,2,0.5,0.6666666666666666,0.5714285714285715
431,FAISS_Only,4,4,4,2,0.5,0.5,0.5
431,FAISS_Only,5,4,5,2,0.5,0.4,0.4444444444444445
431,FAISS_Only,6,4,6,2,0.5,0.3333333333333333,0.4
431,FAISS_Only,7,4,7,2,0.5,0.2857142857142857,0.3636363636363636
431,FAISS_Only,8,4,8,2,0.5,0.25,0.3333333333333333
431,FAISS_Only,9,4,9,3,0.75,0.3333333333333333,0.4615384615384615
431,FAISS_Only,10,4,10,3,0.75,0.3,0.4285714285714285
431,FAISS_Only,11,4,11,3,0.75,0.2727272727272727,0.3999999999999999
431,FAISS_Only,12,4,12,3,0.75,0.25,0.375
431,FAISS_Only,13,4,13,3,0.75,0.2307692307692307,0.3529411764705882
431,FAISS_Only,14,4,14,3,0.75,0.2142857142857142,0.3333333333333333
431,FAISS_Only,15,4,15,3,0.75,0.2,0.3157894736842105
431,FAISS_Only,16,4,16,3,0.75,0.1875,0.3
431,FAISS_Only,17,4,17,3,0.75,0.1764705882352941,0.2857142857142857
431,FAISS_Only,18,4,18,3,0.75,0.1666666666666666,0.2727272727272727
431,FAISS_Only,19,4,19,3,0.75,0.1578947368421052,0.2608695652173913
431,FAISS_Only,20,4,20,3,0.75,0.15,0.2499999999999999
432,FAISS_Only,3,2,3,0,0.0,0.0,0.0
432,FAISS_Only,4,2,4,0,0.0,0.0,0.0
432,FAISS_Only,5,2,5,0,0.0,0.0,0.0
432,FAISS_Only,6,2,6,0,0.0,0.0,0.0
432,FAISS_Only,7,2,7,0,0.0,0.0,0.0
432,FAISS_Only,8,2,8,0,0.0,0.0,0.0
432,FAISS_Only,9,2,9,0,0.0,0.0,0.0
432,FAISS_Only,10,2,10,0,0.0,0.0,0.0
432,FAISS_Only,11,2,11,0,0.0,0.0,0.0
432,FAISS_Only,12,2,12,0,0.0,0.0,0.0
432,FAISS_Only,13,2,13,0,0.0,0.0,0.0
432,FAISS_Only,14,2,14,0,0.0,0.0,0.0
432,FAISS_Only,15,2,15,0,0.0,0.0,0.0
432,FAISS_Only,16,2,16,0,0.0,0.0,0.0
432,FAISS_Only,17,2,17,0,0.0,0.0,0.0
432,FAISS_Only,18,2,18,0,0.0,0.0,0.0
432,FAISS_Only,19,2,19,0,0.0,0.0,0.0
432,FAISS_Only,20,2,20,0,0.0,0.0,0.0
433,FAISS_Only,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
433,FAISS_Only,4,3,4,2,0.6666666666666666,0.5,0.5714285714285715
433,FAISS_Only,5,3,5,2,0.6666666666666666,0.4,0.5
433,FAISS_Only,6,3,6,2,0.6666666666666666,0.3333333333333333,0.4444444444444444
433,FAISS_Only,7,3,7,2,0.6666666666666666,0.2857142857142857,0.4
433,FAISS_Only,8,3,8,2,0.6666666666666666,0.25,0.3636363636363636
433,FAISS_Only,9,3,9,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
433,FAISS_Only,10,3,10,2,0.6666666666666666,0.2,0.3076923076923076
433,FAISS_Only,11,3,11,2,0.6666666666666666,0.1818181818181818,0.2857142857142857
433,FAISS_Only,12,3,12,2,0.6666666666666666,0.1666666666666666,0.2666666666666666
433,FAISS_Only,13,3,13,2,0.6666666666666666,0.1538461538461538,0.25
433,FAISS_Only,14,3,14,2,0.6666666666666666,0.1428571428571428,0.2352941176470588
433,FAISS_Only,15,3,15,2,0.6666666666666666,0.1333333333333333,0.2222222222222222
433,FAISS_Only,16,3,16,2,0.6666666666666666,0.125,0.2105263157894736
433,FAISS_Only,17,3,17,2,0.6666666666666666,0.1176470588235294,0.2
433,FAISS_Only,18,3,18,2,0.6666666666666666,0.1111111111111111,0.1904761904761905
433,FAISS_Only,19,3,19,2,0.6666666666666666,0.1052631578947368,0.1818181818181818
433,FAISS_Only,20,3,20,2,0.6666666666666666,0.1,0.1739130434782609
434,FAISS_Only,3,5,3,1,0.2,0.3333333333333333,0.25
434,FAISS_Only,4,5,4,1,0.2,0.25,0.2222222222222222
434,FAISS_Only,5,5,5,1,0.2,0.2,0.2
434,FAISS_Only,6,5,6,1,0.2,0.1666666666666666,0.1818181818181818
434,FAISS_Only,7,5,7,2,0.4,0.2857142857142857,0.3333333333333333
434,FAISS_Only,8,5,8,2,0.4,0.25,0.3076923076923077
434,FAISS_Only,9,5,9,2,0.4,0.2222222222222222,0.2857142857142857
434,FAISS_Only,10,5,10,3,0.6,0.3,0.4
434,FAISS_Only,11,5,11,3,0.6,0.2727272727272727,0.3749999999999999
434,FAISS_Only,12,5,12,3,0.6,0.25,0.3529411764705882
434,FAISS_Only,13,5,13,3,0.6,0.2307692307692307,0.3333333333333333
434,FAISS_Only,14,5,14,3,0.6,0.2142857142857142,0.3157894736842105
434,FAISS_Only,15,5,15,3,0.6,0.2,0.3
434,FAISS_Only,16,5,16,3,0.6,0.1875,0.2857142857142857
434,FAISS_Only,17,5,17,3,0.6,0.1764705882352941,0.2727272727272727
434,FAISS_Only,18,5,18,4,0.8,0.2222222222222222,0.3478260869565218
434,FAISS_Only,19,5,19,4,0.8,0.2105263157894736,0.3333333333333333
434,FAISS_Only,20,5,20,4,0.8,0.2,0.32
435,FAISS_Only,3,2,3,1,0.5,0.3333333333333333,0.4
435,FAISS_Only,4,2,4,1,0.5,0.25,0.3333333333333333
435,FAISS_Only,5,2,5,1,0.5,0.2,0.2857142857142857
435,FAISS_Only,6,2,6,1,0.5,0.1666666666666666,0.25
435,FAISS_Only,7,2,7,1,0.5,0.1428571428571428,0.2222222222222222
435,FAISS_Only,8,2,8,1,0.5,0.125,0.2
435,FAISS_Only,9,2,9,1,0.5,0.1111111111111111,0.1818181818181818
435,FAISS_Only,10,2,10,1,0.5,0.1,0.1666666666666666
435,FAISS_Only,11,2,11,1,0.5,0.0909090909090909,0.1538461538461538
435,FAISS_Only,12,2,12,2,1.0,0.1666666666666666,0.2857142857142857
436,FAISS_Only,3,3,3,0,0.0,0.0,0.0
